Player,Age,Tm,G,GS,MP,PER,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Year
Tyson Chandler\chandty01,37,HOU,26,5,8.4,10.8,11.8,19.8,3.5,1.3,3.1,25.2,6,0.3,0.3,-2.6,1.1,14,18,0.778,0,0,,6,13,0.462,25,41,6,6,8,8,32,34,2020
Wilson Chandler\chandwi01,32,BRK,35,3,21,7.4,1.6,18.5,7.3,1,1.4,15,12.9,-0.1,0.9,-3.8,1,74,183,0.404,37,121,0.306,20,23,0.87,11,134,39,16,12,34,79,205,2020
Joe Chealey\chealjo01,24,CHO,4,0,8.3,-2.9,0,0,3.9,6.1,0,20.2,13.2,-0.2,0,-14.3,1.7,0,7,0,0,4,0,2,2,1,0,0,1,4,0,2,2,2,2020
Zylan Cheatham\cheatzy01,24,NOP,4,0,12.8,6.7,6.2,12.5,7.7,0.9,1.6,30.8,10.4,0,0,-6.5,-0.6,6,9,0.667,0,1,0,0,0,,3,6,3,1,1,4,10,12,2020
Chris Chiozza\chiozch01,24,TOT,28,2,14.3,12,2.4,11.6,29.4,2.5,0.9,18.4,18.1,0,0.4,-1.6,0.5,55,140,0.393,27,72,0.375,5,5,1,9,44,83,21,4,32,37,142,2020
Chris Chiozza\chiozch01,24,WAS,10,0,12.3,9.2,0,13.9,29.2,3.8,1.4,20.9,14.5,-0.1,0.1,-3.6,2.2,10,34,0.294,7,16,0.438,0,0,,0,15,28,10,2,9,12,27,2020
Chris Chiozza\chiozch01,24,BRK,18,2,15.4,13.2,3.4,10.6,29.5,1.9,0.6,17.5,19.7,0.2,0.3,-0.8,-0.3,45,106,0.425,20,56,0.357,5,5,1,9,29,55,11,2,23,25,115,2020
Marquese Chriss\chrisma01,22,GSW,59,21,20.3,19.5,10,23.6,15.3,1.6,4.7,14.7,19,2.1,1.3,0,0.6,210,385,0.545,8,39,0.205,120,156,0.769,114,251,114,39,62,78,122,548,2020
Gary Clark\clarkga01,25,TOT,42,5,13.5,10.7,6.8,14,4.1,0.5,3.4,6.8,11,0.7,0.5,-0.9,-1,54,133,0.406,39,111,0.351,9,10,0.9,37,73,17,6,22,10,46,156,2020
Gary Clark\clarkga01,25,HOU,18,0,11.8,11.8,5.4,14.5,7.7,0.4,2.8,3.1,12.5,0.4,0.2,0.3,-0.9,23,59,0.39,18,51,0.353,6,7,0.857,11,29,12,2,7,2,21,70,2020
Gary Clark\clarkga01,25,ORL,24,5,14.8,10.1,7.6,13.8,1.9,0.5,3.8,9.6,10.1,0.3,0.3,-1.7,-1,31,74,0.419,21,60,0.35,3,3,1,26,44,5,4,15,8,25,86,2020
Brandon Clarke\clarkbr01,23,MEM,58,4,22.4,20.9,7.6,20.1,9.5,1.1,3.2,9.4,18.7,3.4,1.6,2.4,0.7,296,479,0.618,23,64,0.359,85,112,0.759,92,253,81,32,48,55,100,700,2020
Jordan Clarkson\clarkjo01,27,TOT,71,2,24,17.3,3.3,8.7,13.2,1.3,0.8,9.4,26.3,2.4,1,2.4,-1.3,394,867,0.454,152,413,0.368,138,165,0.836,50,137,136,46,16,97,108,1078,2020
Jordan Clarkson\clarkjo01,27,CLE,29,0,23,18.6,3.5,8.1,17,1.2,1,9.7,25.9,1.4,0.1,4.1,-1.4,144,326,0.442,59,159,0.371,76,86,0.884,21,48,70,17,8,39,33,423,2020
Jordan Clarkson\clarkjo01,27,UTA,42,2,24.7,16.5,3.2,9.1,10.8,1.4,0.6,9.2,26.7,1,0.9,1.3,-1.2,250,541,0.462,93,254,0.366,62,79,0.785,29,89,66,29,8,58,75,655,2020
Nicolas Claxton\claxtni01,20,BRK,15,0,12.5,14.8,10.7,13.6,12.4,0.3,3.6,13.6,14.8,0.3,0.2,-0.7,0,27,48,0.563,1,7,0.143,11,21,0.524,19,25,16,1,8,9,14,66,2020
Chris Clemons\clemoch01,22,HOU,33,0,8.8,13.1,1.4,9.4,14.3,1.4,1.8,11.5,23.6,0.1,0.2,0.3,-1.3,57,142,0.401,37,107,0.346,10,11,0.909,4,26,27,9,6,19,26,161,2020
Antonius Cleveland\clevean01,25,DAL,11,0,4.2,2.5,4.6,11.3,2.8,1.1,5.6,11,16.9,-0.1,0,-9,-1,4,14,0.286,0,3,0,3,5,0.6,2,5,1,1,3,2,8,11,2020
Amir Coffey\coffeam01,22,LAC,18,1,8.8,8.5,2.7,7.6,12.3,1.5,1.1,12,17.6,0,0.2,-4.2,0.1,23,54,0.426,6,19,0.316,6,11,0.545,4,12,14,5,2,8,20,58,2020
John Collins\collijo01,22,ATL,41,41,33.2,23.5,9,24,7.6,1.1,4.1,10.1,22.7,3.8,1.2,3.7,-0.6,353,605,0.583,59,147,0.401,120,150,0.8,116,300,60,31,66,75,138,885,2020
Zach Collins\colliza01,22,POR,11,11,26.4,9.9,9.1,15.7,7.2,0.8,1.5,16.4,12.5,0.2,0.1,-1.7,-1.4,32,68,0.471,7,19,0.368,6,8,0.75,25,44,16,5,5,14,36,77,2020
Mike Conley\conlemi01,32,UTA,47,41,29,14.1,2.8,9.2,23.1,1.3,0.3,12.8,23.1,1.4,1.1,0.7,-0.4,232,567,0.409,96,256,0.375,115,139,0.827,33,118,208,36,5,92,104,675,2020
Pat Connaughton\connapa01,27,MIL,67,4,18.6,11.5,5.1,16.8,10.9,0.9,2.2,14,12.3,1.1,2.3,-0.9,1.5,137,301,0.455,55,166,0.331,31,40,0.775,60,224,107,25,31,52,70,360,2020
Quinn Cook\cookqu01,26,LAL,44,1,11.5,10,2.4,8.5,13.8,1.1,0.4,13,21,-0.2,0.5,-2.3,-1.4,91,214,0.425,31,85,0.365,11,14,0.786,11,40,49,12,2,33,27,224,2020
Tyler Cook\cookty01,22,TOT,13,0,4.2,19.4,12.3,16.6,2.9,2.7,0,16.2,14.7,0.2,0,0.3,-0.7,8,12,0.667,0,0,,7,8,0.875,6,8,1,3,0,3,5,23,2020
Tyler Cook\cookty01,22,CLE,11,0,3.2,23.9,12.6,19.2,4.5,1.4,0,7.3,16.7,0.2,0,2.9,-0.6,7,10,0.7,0,0,,5,6,0.833,4,6,1,1,0,1,4,19,2020
Tyler Cook\cookty01,22,DEN,2,0,9.5,11.3,11.8,11.8,0,5.2,0,41,11.2,0,0,-4.5,-0.9,1,2,0.5,0,0,,2,2,1,2,2,0,2,0,2,1,4,2020
Robert Covington\covinro01,29,TOT,70,68,30.5,13.3,3,20.2,5.9,2.5,3.7,11.7,17,0.7,3,-1.2,1.3,305,723,0.422,161,480,0.335,99,124,0.798,63,400,88,115,93,103,220,870,2020
Robert Covington\covinro01,29,MIN,48,47,29.4,13.5,2.6,19.5,5.9,2.6,2.6,12,17.8,0.5,1.8,-1.2,1.2,216,496,0.435,108,312,0.346,75,94,0.798,36,251,56,80,45,73,148,615,2020
Robert Covington\covinro01,29,HOU,22,21,33,13.1,3.9,21.7,6.1,2.2,5.7,11.1,15.4,0.2,1.2,-1.2,1.3,89,227,0.392,53,168,0.315,24,30,0.8,27,149,32,35,48,30,72,255,2020
Allen Crabbe\crabbal01,27,TOT,37,1,17.6,6,1.8,11,6.8,1.1,0.5,8.5,12.7,-0.2,0.2,-3.8,-1.5,63,177,0.356,36,119,0.303,10,14,0.714,11,66,33,15,4,17,47,172,2020
Allen Crabbe\crabbal01,27,ATL,28,1,18.6,7.2,2,11.5,7.3,1.3,0.6,7.5,12.7,-0.1,0.1,-3.1,-1.1,52,143,0.364,30,93,0.323,9,12,0.75,10,55,28,15,4,12,36,143,2020
Allen Crabbe\crabbal01,27,MIN,9,0,14.6,1.1,0.8,9.2,5.1,0,0,12.5,12.5,-0.2,0,-6.7,-3.2,11,34,0.324,6,26,0.231,1,2,0.5,1,11,5,0,0,5,11,29,2020
Torrey Craig\craigto01,29,DEN,58,27,18.5,10.8,6.6,13.2,5.9,1.1,3.1,8.1,12.6,1.1,0.9,-2,-0.3,124,269,0.461,45,138,0.326,22,36,0.611,63,126,47,23,36,25,135,315,2020
Jamal Crawford\crawfja01,39,BRK,1,0,6,33.2,0,0,100,0,0,0,27.9,0.1,0,12.4,2.6,2,4,0.5,1,2,0.5,0,0,,0,0,3,0,0,0,1,5,2020
Jae Crowder\crowdja01,29,TOT,65,53,28.8,12.5,3,18.5,11.5,1.8,1.2,10,15.5,1.6,2.2,-0.5,0.4,226,563,0.401,135,394,0.343,97,125,0.776,52,332,161,72,24,69,143,684,2020
Jae Crowder\crowdja01,29,MEM,45,45,29.4,11,3.2,18.5,12.2,1.7,0.9,10.9,15.6,0.5,1.4,-1.4,0.2,147,399,0.368,78,266,0.293,75,95,0.789,40,237,125,47,14,54,85,447,2020
Jae Crowder\crowdja01,29,MIA,20,8,27.7,16.3,2.5,18.5,9.7,2.2,1.8,7.8,15.3,1.2,0.8,1.7,0.8,79,164,0.482,57,128,0.445,22,30,0.733,12,95,36,25,10,15,58,237,2020
Jarrett Culver\culveja01,20,MIN,63,35,23.9,9.6,4.7,10.3,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-3.3,-0.7,230,569,0.404,66,221,0.299,54,117,0.462,70,142,110,57,38,81,125,580,2020
Seth Curry\curryse01,29,DAL,64,25,24.6,15.5,1.8,7.8,11.6,1.2,0.5,9.1,18.4,3.5,0.8,1.7,-0.9,284,574,0.495,145,321,0.452,80,97,0.825,27,118,124,38,9,62,113,793,2020
Stephen Curry\curryst01,31,GSW,5,5,27.8,21.7,3,17.8,42.3,1.7,1.3,14.6,33.6,0.2,0.1,4.5,-0.6,33,82,0.402,12,49,0.245,26,26,1,4,22,33,5,2,16,11,104,2020
Troy Daniels\danietr01,28,TOT,47,0,11.3,8.4,2.5,8.2,4.3,1,0.5,5.9,16.3,0.1,0.5,-1.7,-1.2,72,186,0.387,46,132,0.348,10,16,0.625,12,40,17,11,3,12,37,200,2020
Troy Daniels\danietr01,28,LAL,41,0,11.1,9,2.9,8.1,4.1,0.8,0.6,5.2,16.1,0.2,0.4,-1.2,-1.1,62,158,0.392,40,112,0.357,10,16,0.625,12,34,14,8,3,9,30,174,2020
Troy Daniels\danietr01,28,DEN,6,0,12.7,5.3,0,8.8,5.4,2,0,9.7,17.7,-0.1,0.1,-4.8,-2.4,10,28,0.357,6,20,0.3,0,0,,0,6,3,3,0,3,7,26,2020
Anthony Davis\davisan02,26,LAL,62,62,34.4,27.4,7.4,22.1,15.1,2,6,10.4,29.3,6.7,4.4,5.4,2.6,551,1096,0.503,72,218,0.33,444,525,0.846,142,435,200,91,143,154,156,1618,2020
Ed Davis\davised01,30,UTA,28,1,10.8,9.5,13.2,24.6,5.2,1.8,2.5,20,9.4,0.2,0.5,-4.6,1.5,22,46,0.478,0,0,,7,14,0.5,35,70,12,11,9,13,61,51,2020
Terence Davis\daviste02,22,TOR,72,4,16.8,13.8,4.5,16,14.2,1.5,1.1,14.1,19,1.2,1.9,0.1,0.7,199,436,0.456,94,242,0.388,51,59,0.864,50,187,115,39,14,76,124,543,2020
Dewayne Dedmon\dedmode01,30,TOT,44,18,17.6,9.4,8.5,27.6,4,1.5,4.8,17.4,18.1,-1,1,-5.8,0,102,255,0.4,22,107,0.206,30,36,0.833,60,189,22,25,41,57,133,256,2020
Dewayne Dedmon\dedmode01,30,SAC,34,10,15.9,8.5,9.3,25.8,3.9,1.3,4.6,20.4,18.5,-0.8,0.7,-6.3,-0.1,69,171,0.404,14,71,0.197,23,28,0.821,46,121,15,15,26,47,93,175,2020
Dewayne Dedmon\dedmode01,30,ATL,10,8,23.3,11.4,6.4,31.8,4.3,2,5.4,10.3,17.4,-0.2,0.3,-4.6,0.1,33,84,0.393,8,36,0.222,7,8,0.875,14,68,7,10,15,10,40,81,2020
Matthew Dellavedova\dellama01,29,CLE,57,4,14.4,8.1,2.4,7.8,29,1.2,0.2,23.6,13,0.1,0.1,-3.6,-1.6,62,175,0.354,21,91,0.231,32,37,0.865,18,57,180,20,2,59,78,177,2020
DeMar DeRozan\derozde01,30,SAS,68,68,34.1,21.6,2,15.4,26.1,1.4,0.8,11.6,26.3,5.9,1.3,2.3,-0.4,557,1049,0.531,9,35,0.257,381,451,0.845,44,331,380,70,20,164,180,1504,2020
Cheick Diallo\diallch01,23,PHO,47,2,10.2,16.5,6.9,23.7,6.9,1.1,2.2,16.7,17,0.8,0.5,-1.1,-0.2,92,142,0.648,1,3,0.333,34,39,0.872,30,101,22,11,12,32,55,219,2020
Hamidou Diallo\diallha01,21,OKC,46,3,19.5,9.3,5.6,14.7,5.9,2,0.9,13.6,18.4,-0.7,1.1,-4.2,0.3,132,296,0.446,16,57,0.281,38,63,0.603,44,123,36,37,9,51,101,318,2020
Gorgui Dieng\dienggo01,30,TOT,63,17,17.4,17.1,8.5,25.8,9.7,2.2,4.5,12.8,17.6,1.3,1.7,-0.2,1.8,166,364,0.456,54,152,0.355,78,101,0.772,91,263,73,51,59,60,124,464,2020
Gorgui Dieng\dienggo01,30,MIN,46,17,16.9,17.8,9.5,25.8,11.1,2.2,4.5,12.7,18.4,0.9,1.1,0.3,1.5,124,277,0.448,46,120,0.383,47,59,0.797,73,183,58,37,42,44,89,341,2020
Gorgui Dieng\dienggo01,30,MEM,17,0,18.7,15.5,6.1,26,6.3,2.1,4.7,13.2,15.9,0.3,0.6,-1.5,2.5,42,87,0.483,8,32,0.25,31,42,0.738,18,80,15,14,17,16,35,123,2020
Spencer Dinwiddie\dinwisp01,26,BRK,64,49,31.2,17.8,1.7,9.6,35,0.9,0.9,12.5,29.2,3.2,1.6,2.7,-0.8,424,1021,0.415,123,400,0.308,347,446,0.778,32,189,432,40,21,174,180,1318,2020
Donte DiVincenzo\divindo01,23,MIL,66,24,23,14.1,4.6,15.5,13.6,2.6,1.2,14.1,17.3,1,3.2,-1.1,2.4,232,510,0.455,83,247,0.336,63,86,0.733,66,252,154,85,20,90,113,610,2020
Luka Dončić\doncilu01,20,DAL,61,61,33.6,27.6,4.1,25,45.7,1.5,0.6,14.8,36.8,6.5,2.3,7.4,1,581,1255,0.463,171,541,0.316,426,562,0.758,78,495,538,62,14,260,153,1759,2020
Luguentz Dort\dortlu01,20,OKC,36,28,22.8,7.6,3.3,7.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,-4.1,0.4,86,218,0.394,30,101,0.297,42,53,0.792,24,57,27,31,4,22,97,244,2020
Damyean Dotson\dotsoda01,25,NYK,48,0,17.4,10.9,1.2,10.6,10,1.3,0.5,6.5,16.5,0.6,0.4,-0.9,-0.5,120,290,0.414,59,163,0.362,22,33,0.667,10,81,57,23,4,21,44,321,2020
Sekou Doumbouya\doumbse01,19,DET,38,19,19.8,6.2,3,14.9,3.6,1.3,0.9,12,16.9,-0.8,0.5,-5.3,-1.4,92,236,0.39,28,98,0.286,31,46,0.674,20,98,19,20,8,35,80,243,2020
PJ Dozier\doziepj01,23,DEN,29,0,14.2,11.6,2.7,12.2,21.6,1.7,1.3,13.7,20.8,0,0.4,-2.6,-1.3,65,157,0.414,17,49,0.347,21,29,0.724,10,45,63,14,6,27,45,168,2020
Goran Dragić\dragigo01,33,MIA,59,3,28.2,16.3,2,10.2,29.2,1.2,0.6,14.8,25.9,2.2,1.3,1.4,-1.6,319,724,0.441,124,338,0.367,191,246,0.776,29,158,301,40,10,144,124,953,2020
Andre Drummond\drumman01,26,TOT,57,56,33,22,14.9,37.5,13.6,2.8,4.2,18.2,25.9,0.6,3.6,-0.1,1.1,418,784,0.533,5,35,0.143,169,294,0.575,250,614,152,109,93,203,201,1010,2020
Andre Drummond\drumman01,26,DET,49,48,33.8,22.1,15.3,38.2,14,2.9,4.2,18,25.5,0.7,3.3,0,1.2,360,679,0.53,1,21,0.048,149,255,0.584,226,549,138,97,82,174,176,870,2020
Andre Drummond\drumman01,26,CLE,8,8,28.1,21.1,11.7,32.4,10.8,2.6,4.2,19.2,28.7,-0.1,0.3,-0.9,0.4,58,105,0.552,4,14,0.286,20,39,0.513,24,65,14,12,11,29,25,140,2020
Jared Dudley\dudleja01,34,LAL,45,1,8.1,7.8,1.8,13.7,9.5,2,0.7,11.6,8,0.3,0.5,-2.8,2,24,60,0.4,18,42,0.429,2,2,1,6,46,28,15,3,8,41,68,2020
Kris Dunn\dunnkr01,25,CHI,51,32,24.9,12.1,1.9,14.9,19.4,3.8,1.3,15.7,14.6,0.3,2,-3.7,3.1,152,342,0.444,29,112,0.259,40,54,0.741,23,163,173,101,17,68,158,373,2020
Carsen Edwards\edwarca01,21,BOS,37,0,9.5,6.9,1.9,12.4,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,-4.4,-0.2,42,128,0.328,24,76,0.316,13,19,0.684,6,41,24,12,4,15,34,121,2020
Henry Ellenson\ellenhe01,23,BRK,5,0,3,-1.3,14.1,27,8.7,0,0,0,19.5,-0.1,0,-7.8,-3.1,1,7,0.143,0,4,0,0,0,,2,4,1,0,0,0,1,2,2020
Wayne Ellington\ellinwa01,32,NYK,36,1,15.5,8.5,0.7,12,11,1.1,0.7,9.1,15,0.2,0.2,-1.9,-0.9,61,174,0.351,50,143,0.35,11,13,0.846,4,61,44,13,4,18,41,183,2020
Joel Embiid\embiijo01,25,PHI,51,51,29.5,25.8,10.3,33.2,16.9,1.4,3.7,13.8,32.9,3.3,2.7,3.7,1,382,801,0.477,57,172,0.331,351,435,0.807,141,452,152,45,65,159,174,1172,2020
James Ennis\ennisja01,29,TOT,69,18,18.3,11.5,6.1,15.3,7,1.3,1.5,12.6,15.7,1,1.4,-2.2,-0.4,160,359,0.446,55,169,0.325,79,98,0.806,71,174,63,35,22,58,137,454,2020
James Ennis\ennisja01,29,PHI,49,0,15.8,12.3,6.8,14.5,7.3,1.4,1.5,10.9,15.7,0.9,0.9,-1.5,0,100,226,0.442,37,106,0.349,48,61,0.787,48,102,41,23,14,31,85,285,2020
James Ennis\ennisja01,29,ORL,20,18,24.5,10.3,4.9,16.4,6.5,1.2,1.5,15.3,15.6,0.2,0.5,-3.3,-1.1,60,133,0.451,18,63,0.286,31,37,0.838,23,72,22,12,8,27,52,169,2020
Drew Eubanks\eubandr01,22,SAS,22,3,12.4,17.3,11.1,22.6,7.7,0.9,5.5,21.1,15.8,0.5,0.3,-1.4,-0.3,43,67,0.642,1,1,1,20,26,0.769,28,57,15,5,17,21,37,107,2020
Jacob Evans\evansja02,22,TOT,29,1,14.4,5.5,2.3,8.6,10.8,1.3,2.6,14.6,17.5,-0.7,0.2,-5.8,-1.3,45,134,0.336,13,39,0.333,25,29,0.862,9,32,31,11,12,25,41,128,2020
Jacob Evans\evansja02,22,GSW,27,1,15.3,5.6,2.3,8.7,10.9,1.3,2.6,14.6,17.6,-0.6,0.2,-5.7,-1.2,45,133,0.338,13,38,0.342,25,29,0.862,9,32,31,11,12,25,41,128,2020
Jacob Evans\evansja02,22,MIN,2,0,2,-9.6,0,0,0,0,0,0,10.3,0,0,-10.5,-5.5,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,2020
Dante Exum\exumda01,24,TOT,35,1,13.9,10.3,2.7,12.6,11.5,1.3,1.4,18.4,15,0.2,0.2,-2.5,-0.4,56,119,0.471,15,43,0.349,32,43,0.744,12,55,40,13,8,31,38,159,2020
Dante Exum\exumda01,24,UTA,11,0,7.5,4.8,4.1,11.5,11.9,0.6,2,29.5,17.8,-0.2,0.1,-5.2,-0.5,10,23,0.435,2,6,0.333,2,2,1,3,9,7,1,2,10,8,24,2020
Dante Exum\exumda01,24,CLE,24,1,16.8,11.5,2.5,12.8,11.4,1.5,1.3,15.6,14.4,0.4,0.2,-2,-0.4,46,96,0.479,13,37,0.351,30,41,0.732,9,46,33,12,6,21,30,135,2020
Tacko Fall\fallta01,24,BOS,7,0,4.7,28.4,3.3,44.9,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.4,6,11,14,0.786,0,0,,1,3,0.333,1,14,1,1,4,3,7,23,2020
Derrick Favors\favorde01,28,NOP,51,49,24.4,18.5,13.9,28.9,9.2,1.1,3.1,12.9,14,2.6,1.6,0.7,0.3,209,339,0.617,1,7,0.143,40,71,0.563,163,338,81,30,46,55,107,459,2020
Cristiano Felício\feliccr01,27,CHI,22,0,17.5,12.8,15,14.1,5.7,1.2,0.5,21.9,9.1,0.7,0.3,-1.4,-1.6,34,54,0.63,0,2,0,18,23,0.783,55,47,16,10,2,18,34,86,2020
Terrance Ferguson\fergute01,21,OKC,56,38,22.4,3.7,2.1,4.4,5.3,1,1.2,11.9,9.1,-0.3,0.9,-4.8,0.3,78,220,0.355,49,168,0.292,15,20,0.75,23,51,51,27,17,31,155,220,2020
Bruno Fernando\fernabr01,21,ATL,56,13,12.7,11.9,10,20,9.9,1.2,2,15.9,15.3,0.4,0.4,-3.2,-0.9,103,199,0.518,5,37,0.135,29,51,0.569,67,131,49,18,17,42,107,240,2020
Yogi Ferrell\ferreyo01,26,SAC,50,0,10.6,12.2,1.2,9.4,18.8,1.6,0.7,11.9,19.2,0.3,0.3,-1.5,-0.3,79,188,0.42,24,79,0.304,36,42,0.857,6,43,69,18,4,28,38,218,2020
Dorian Finney-Smith\finnedo01,26,DAL,71,68,29.9,12.3,7.3,12.7,7.2,1,1.6,10.8,12.9,3.3,1.5,0.1,-0.3,243,522,0.466,114,303,0.376,78,108,0.722,145,260,114,45,39,69,178,678,2020
Bryn Forbes\forbebr01,26,SAS,63,62,25.1,11.1,0.8,7.8,9.5,1,0,8.4,18.5,1.3,0.3,-0.6,-2.1,242,581,0.417,148,381,0.388,75,90,0.833,12,114,108,33,0,57,113,707,2020
Evan Fournier\fournev01,27,ORL,66,66,31.5,16.4,0.9,8.2,16.6,1.7,0.7,10.9,23.9,2.9,1.7,1.4,-0.4,434,929,0.467,173,434,0.399,180,220,0.818,18,153,209,71,15,125,161,1221,2020
De'Aaron Fox\foxde01,22,SAC,51,49,32,20.6,2.4,11.4,35.3,2.2,1.5,14.1,29.8,2.6,1.4,2.3,-0.5,391,815,0.48,54,185,0.292,241,342,0.705,35,161,348,74,25,158,145,1077,2020
Melvin Frazier\frazime01,23,ORL,19,0,6.6,9.8,1.7,7.1,3.4,3.5,1.4,12.3,14,0,0.2,-3.5,1.2,15,34,0.441,8,16,0.5,2,4,0.5,2,8,3,9,2,5,11,40,2020
Michael Frazier\frazimi01,25,HOU,13,0,11.2,-0.9,0.7,6.6,1.7,0.6,0,12.5,11.5,-0.2,0.1,-8.9,-2.1,7,29,0.241,4,23,0.174,9,14,0.643,1,9,2,2,0,5,22,27,2020
Tim Frazier\fraziti01,29,DET,27,11,13.1,9.8,2.8,7.8,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,-3,-1.6,34,94,0.362,10,30,0.333,19,24,0.792,9,24,93,14,4,36,42,97,2020
Markelle Fultz\fultzma01,21,ORL,72,60,27.7,14.3,2.1,11,29,2.2,0.5,14.9,21.4,0.6,2,-1.8,0,359,772,0.465,36,135,0.267,116,159,0.73,41,197,369,90,11,147,142,870,2020
Wenyen Gabriel\gabriwe01,22,TOT,30,1,7.8,9.6,9.5,13.9,4.4,2.2,2.6,21.7,13.4,0,0.2,-3.7,-0.1,21,48,0.438,6,20,0.3,15,22,0.682,21,31,8,11,7,16,39,63,2020
Wenyen Gabriel\gabriwe01,22,SAC,11,0,5.5,7.4,7.2,11.3,6.6,2.4,3.1,18.9,18.8,-0.1,0.1,-4.4,0.5,6,17,0.353,1,8,0.125,6,10,0.6,4,6,3,3,2,5,7,19,2020
Wenyen Gabriel\gabriwe01,22,POR,19,1,9.2,10.3,10.3,14.9,3.6,2.2,2.5,23.3,11.5,0.1,0.1,-3.5,-0.3,15,31,0.484,5,12,0.417,9,12,0.75,17,25,5,8,5,11,32,44,2020
Daniel Gafford\gaffoda01,21,CHI,43,7,14.2,16.2,9,10.3,5.2,1,8.7,15.3,13.3,1.1,0.8,-2.8,1.5,94,134,0.701,0,0,,32,60,0.533,52,54,21,13,56,29,98,220,2020
Danilo Gallinari\gallida01,31,OKC,62,62,29.6,19.5,2.1,16.8,10.3,1.1,0.2,7.4,24.6,4.5,1.9,4.1,-0.9,358,817,0.438,178,439,0.405,266,298,0.893,34,288,119,42,5,76,75,1160,2020
Langston Galloway\gallola01,28,DET,66,6,25.8,12.3,2.2,7.8,8.8,1.4,0.5,6.5,15.9,2.4,0.7,0,-0.9,236,542,0.435,132,331,0.399,73,85,0.859,33,116,101,48,11,40,96,677,2020
Darius Garland\garlada01,20,CLE,59,59,30.9,8.5,1.6,5.2,18.5,1.1,0.2,17.1,20.7,-1.3,0,-2.7,-2.8,280,699,0.401,105,296,0.355,63,72,0.875,27,84,229,42,4,151,92,728,2020
Marc Gasol\gasolma01,35,TOR,44,43,26.4,11.8,2.9,21.7,17.3,1.4,3.2,16.4,13.2,0.8,2.2,-1.2,2.8,119,279,0.427,57,148,0.385,36,49,0.735,31,244,147,34,38,59,124,331,2020
Rudy Gay\gayru01,33,SAS,67,5,21.8,15.4,4.5,22.2,11.3,1.1,2,11.8,22,0.9,1.1,0,-0.9,266,596,0.446,74,220,0.336,120,136,0.882,61,301,114,35,33,88,103,726,2020
